Hora,Dia,Temperatura,Umidade,Vento,CO,NO2
9,24,23.0,63.2,1.99,2.162,110.4
10,24,20.6,63.0,5.12,1.921,107.1
11,24,18.6,53.5,4.5,2.02,103.6
12,24,20.7,44.9,3.45,1.167,94.4
13,24,16.0,43.5,2.68,1.442,99.4
14,24,16.7,51.9,4.28,0.89,86.7
15,24,14.5,54.7,3.59,,77.3
16,24,15.6,61.8,3.36,0.472,65.2
17,24,14.9,59.9,4.56,0.624,61.9
18,24,16.1,56.3,5.14,1.62,61.5
19,24,13.2,51.6,1.12,2.138,85.9
20,24,14.1,51.0,1.42,2.466,65.0
21,24,13.5,57.2,1.83,3.1,59.1
22,24,15.6,58.8,0.75,2.929,78.7
23,24,18.5,56.4,2.91,2.958,122.9
0,25,20.7,48.6,3.9,3.656,112.1
1,25,18.6,57.7,2.97,3.869,130.6
2,25,23.4,55.1,2.2,4.307,
3,25,25.4,47.0,4.69,4.902,158.7
4,25,24.3,48.8,3.21,4.614,153.2
5,25,27.8,55.1,3.51,4.412,152.1
6,25,22.6,52.0,4.73,3.58,155.0
7,25,21.5,61.5,2.82,3.033,132.3
8,25,19.9,56.5,6.09,2.032,131.9
9,25,25.7,49.9,2.33,2.134,119.9
10,25,23.0,53.1,6.0,1.514,108.5
11,25,20.4,54.2,1.54,1.833,93.8
12,25,19.7,50.4,3.78,0.769,84.5
13,25,15.6,50.7,2.04,1.234,76.5
14,25,21.6,57.0,4.68,1.015,92.1
15,25,15.9,59.5,2.28,0.902,
16,25,15.1,58.5,3.44,1.657,83.9
17,25,15.8,62.8,2.02,0.247,27.3
18,25,15.1,52.8,4.41,1.314,71.2
19,25,14.8,63.9,2.02,0.905,47.5
20,25,13.3,51.5,5.53,2.159,84.1
21,25,16.6,50.0,1.51,3.379,90.8
22,25,20.4,45.1,0.98,2.936,72.9
23,25,20.6,51.6,4.43,2.984,122.5
0,26,22.5,50.7,2.11,3.328,124.9
1,26,19.6,56.7,2.99,4.142,136.7
2,26,19.8,55.3,2.52,4.069,126.1
3,26,22.6,47.3,1.03,4.354,156.9
4,26,23.8,50.9,2.88,4.049,127.2
5,26,26.3,50.2,4.9,3.45,110.1
6,26,20.9,44.8,4.5,3.973,126.3
7,26,27.2,46.9,3.35,3.618,131.3
8,26,23.3,49.1,4.67,2.179,116.4
9,26,22.0,60.6,1.41,2.29,117.6
10,26,19.8,55.0,2.51,1.615,105.3
11,26,17.3,58.1,3.59,2.2,100.0
12,26,21.0,46.2,2.8,1.862,66.9
13,26,18.2,60.5,2.63,1.154,86.7
14,26,14.2,62.2,1.2,1.948,80.5
15,26,13.2,46.0,0.12,1.908,67.4
16,26,14.3,52.2,4.23,0.845,83.4
17,26,17.8,57.1,3.36,1.241,59.8
18,26,13.8,59.1,4.35,1.263,63.5
19,26,11.5,53.2,2.34,1.408,77.0
20,26,14.5,54.1,1.93,3.328,65.0
21,26,15.2,52.4,3.01,2.278,81.2
22,26,11.4,57.1,4.28,3.266,109.5
23,26,17.9,60.6,2.65,3.986,110.7
0,27,19.0,50.4,4.2,3.641,96.9
1,27,22.2,58.4,1.49,5.293,133.5
2,27,25.7,48.4,2.76,3.727,135.1
3,27,25.3,48.2,2.89,,113.6
4,27,23.3,57.1,4.84,3.768,123.4
5,27,22.1,58.0,3.31,4.364,182.2
6,27,29.6,55.4,5.62,3.907,156.3
7,27,24.4,46.1,0.98,2.716,158.4
8,27,23.8,50.5,3.19,3.563,154.6
9,27,23.0,57.2,3.27,2.745,134.6
10,27,22.4,53.5,3.93,1.52,105.6
11,27,20.5,48.5,1.78,,110.1
12,27,18.3,56.8,5.53,0.452,106.3
13,27,17.1,51.3,3.02,1.038,95.0
14,27,16.9,63.9,1.37,1.286,80.4
15,27,14.9,63.3,2.98,0.812,64.3
16,27,13.7,58.9,2.53,0.875,70.2
17,27,14.9,62.3,7.17,0.11,44.1
18,27,14.0,56.1,4.57,1.599,73.5
19,27,17.7,58.5,3.07,1.157,52.1
20,27,9.9,64.4,2.83,2.154,70.3
21,27,18.1,55.8,4.43,1.884,62.2
22,27,19.5,52.9,4.5,3.237,90.8
23,27,14.0,47.3,1.37,,97.7
0,28,19.0,53.9,3.96,4.015,145.5
1,28,20.2,58.1,3.04,4.565,120.0
2,28,19.3,58.9,1.03,4.885,149.6
3,28,21.6,56.0,4.32,3.309,120.1
4,28,21.7,50.8,6.37,3.754,144.2
5,28,28.0,41.7,3.84,5.13,164.6
6,28,26.5,49.6,4.65,3.73,119.5
7,28,27.0,50.4,5.71,2.82,116.2
8,28,25.4,50.8,1.75,3.126,122.9
9,28,20.9,56.8,0.21,2.513,106.8
10,28,21.1,63.6,3.99,1.38,110.1
11,28,21.9,54.0,2.63,2.258,114.0
12,28,17.2,53.8,0.94,1.796,82.0
13,28,19.8,52.8,2.88,0.604,80.1
14,28,16.7,55.6,4.09,0.879,67.4
15,28,15.4,51.3,2.78,0.741,64.7
16,28,16.7,55.6,1.82,,49.8
17,28,15.7,57.5,2.66,0.701,65.4
18,28,13.9,56.9,2.97,0.955,84.1
19,28,17.1,57.2,0.11,2.36,86.2
20,28,13.1,58.2,2.79,2.079,95.7
21,28,17.3,45.9,0.98,,63.8
22,28,18.3,57.7,3.99,3.009,85.0
23,28,17.7,51.3,0.66,4.203,122.7
0,29,20.4,48.4,4.52,4.011,142.7
1,29,18.6,48.9,2.39,4.62,143.7
2,29,24.1,54.9,2.19,4.372,123.3
3,29,23.0,52.0,3.44,5.07,145.4
4,29,23.1,44.7,1.7,4.491,155.9
5,29,26.7,54.4,3.42,3.859,145.1
6,29,23.4,45.8,1.9,3.836,136.4
7,29,21.8,54.2,2.16,2.706,131.7
8,29,21.0,54.9,3.61,2.607,131.8
9,29,24.5,57.1,1.29,2.993,114.9
10,29,19.7,63.0,1.1,2.494,134.7
11,29,24.6,45.8,3.37,1.678,97.9
12,29,15.6,55.1,2.96,2.59,104.8
13,29,21.9,52.1,3.25,1.254,100.3
14,29,17.7,56.9,3.49,0.199,65.1
15,29,16.1,56.3,3.09,1.635,89.8
16,29,14.4,53.9,3.91,1.298,51.6
17,29,15.8,53.1,3.15,1.48,72.3
18,29,14.7,50.0,0.01,1.692,79.5
19,29,17.2,59.8,0.38,2.561,64.2
20,29,15.7,57.6,5.89,2.934,80.7
21,29,16.6,59.6,3.0,2.948,85.9
22,29,16.6,53.5,4.43,2.338,91.5
23,29,18.4,51.2,2.48,1.954,98.9
0,30,20.6,48.4,2.91,4.191,108.2
1,30,17.8,56.5,2.32,3.595,122.8
2,30,19.7,48.9,6.7,3.766,156.5
3,30,25.0,61.8,3.38,3.971,156.7
4,30,24.6,46.1,2.2,3.903,156.9
5,30,24.4,54.0,0.52,3.895,145.0
6,30,25.0,60.3,5.96,3.126,173.2
7,30,25.5,55.4,2.76,3.842,162.8
8,30,23.2,53.9,4.12,3.105,137.6
9,30,21.9,48.6,4.28,1.744,122.0
10,30,22.8,46.2,2.31,1.687,105.0
11,30,19.3,58.1,4.01,1.743,111.1
12,30,20.8,61.3,2.09,2.092,109.8
13,30,15.2,53.2,1.51,1.7,99.8
14,30,19.5,48.5,4.75,0.5,67.3
15,30,17.3,42.5,2.76,1.62,52.9
16,30,16.1,50.3,3.78,0.207,59.7
17,30,17.1,54.3,3.62,1.281,74.4
18,30,18.3,62.5,3.96,1.951,54.8
19,30,17.1,58.2,0.67,1.295,62.6
20,30,11.9,57.9,2.12,3.36,107.7
21,30,13.8,53.8,2.51,3.424,75.0
22,30,16.2,52.2,1.75,3.646,97.2
23,30,18.7,61.4,3.64,3.097,125.5
0,31,21.1,54.7,4.78,3.806,120.4
1,31,19.9,43.5,5.02,4.319,123.1
2,31,23.0,49.7,2.49,3.836,133.3
3,31,22.1,49.1,3.44,4.137,155.0
4,31,23.2,50.3,3.67,4.581,148.7
5,31,22.1,56.2,3.93,3.074,148.7
6,31,23.2,52.5,1.68,3.97,153.2
7,31,22.2,53.0,5.73,2.116,134.9
8,31,22.5,59.8,4.39,2.283,138.7
9,31,25.7,48.8,4.43,2.272,119.5
10,31,20.7,63.1,4.81,2.123,102.1
11,31,26.6,48.6,3.8,1.592,110.8
12,31,21.1,54.1,1.46,1.708,95.1
13,31,19.2,52.8,2.79,0.906,74.6
14,31,15.9,55.9,0.52,0.978,82.7
15,31,18.0,56.8,3.62,1.695,94.9
16,31,14.6,57.8,2.75,0.548,57.2
17,31,15.5,51.6,2.94,1.751,68.7
18,31,20.2,48.3,4.81,1.719,49.5
19,31,15.1,68.0,2.31,1.778,65.5
20,31,18.1,52.2,2.62,,76.9
21,31,15.1,59.0,3.03,2.2,80.5
22,31,17.5,46.7,0.24,3.17,91.3
23,31,22.3,51.9,2.6,3.791,121.0
0,32,19.0,53.7,0.73,4.44,125.3
1,32,25.2,54.8,2.12,4.324,169.8
2,32,24.1,39.1,4.28,4.161,139.7
3,32,22.6,54.0,3.67,4.189,101.9
4,32,25.8,46.5,2.11,4.652,135.8
5,32,27.0,53.5,3.06,4.476,161.7
6,32,26.5,46.9,1.39,3.302,133.4
7,32,21.9,49.1,3.0,3.112,131.4
8,32,23.1,51.7,7.4,3.1,118.4
9,32,23.3,47.8,5.77,1.609,110.2
10,32,22.6,50.8,3.08,2.171,119.6
11,32,22.8,47.2,3.24,1.72,110.7
12,32,20.6,44.7,1.53,1.331,78.0
13,32,16.3,60.2,1.8,2.0,104.3
14,32,18.5,48.0,3.54,1.09,58.0
15,32,17.9,53.7,2.21,1.965,85.0
16,32,17.0,58.7,4.36,,69.9
17,32,17.6,51.7,5.35,1.463,51.6
18,32,16.9,50.8,3.5,1.396,48.2
19,32,16.3,56.2,3.15,1.762,74.4
20,32,15.8,60.9,0.48,2.874,74.4
21,32,13.4,50.1,4.12,2.79,83.8
22,32,18.6,53.7,1.28,3.788,113.2
23,32,19.4,45.5,2.37,,118.7
0,33,20.9,51.8,4.44,3.196,98.2
1,33,19.1,54.4,4.54,3.527,122.2
2,33,20.7,49.5,2.3,4.729,128.3
3,33,26.0,49.9,2.39,3.549,149.8
4,33,24.6,45.6,1.95,4.516,174.2
5,33,26.6,52.4,1.2,4.262,138.9
6,33,25.4,57.6,2.05,4.302,
7,33,25.3,46.9,0.58,3.87,161.4
8,33,26.6,48.9,4.02,2.666,133.0
9,33,22.9,55.6,3.59,2.111,130.7
10,33,23.1,59.1,3.84,1.82,114.0
11,33,20.7,46.3,1.57,2.161,93.5
12,33,19.5,53.3,1.21,0.442,86.2
13,33,18.5,55.9,3.08,1.265,101.8
14,33,18.3,54.0,3.1,0.667,76.4
15,33,15.9,42.8,2.78,1.146,94.6
16,33,18.6,56.9,2.57,1.511,42.6
17,33,13.8,63.5,5.57,0.191,58.6
18,33,15.0,56.1,3.64,1.463,54.9
19,33,14.7,50.4,5.96,1.76,55.5
20,33,18.9,51.8,4.9,2.43,98.3
21,33,17.2,63.7,5.55,2.565,80.6
22,33,19.9,58.6,1.39,2.936,89.1
23,33,16.1,58.4,3.89,2.892,106.3
0,34,21.1,55.5,2.35,,81.6
1,34,23.6,49.6,0.5,4.835,156.4
2,34,23.2,52.0,5.24,4.076,164.3
3,34,26.2,51.8,2.56,4.493,159.9
4,34,23.8,55.6,1.42,3.529,147.5
5,34,28.2,59.1,2.38,4.264,148.4
6,34,30.1,56.6,1.81,4.453,138.4
7,34,24.6,45.5,1.96,2.571,152.6
8,34,24.0,53.9,2.67,2.734,147.1
9,34,27.0,55.6,5.6,1.684,124.8
10,34,26.2,55.2,2.0,2.211,122.1
11,34,20.8,50.6,5.49,1.03,102.6
12,34,19.7,68.7,4.27,1.485,87.0
13,34,18.7,48.0,3.59,1.23,122.0
14,34,15.3,50.0,4.12,1.502,75.7
15,34,15.2,56.6,3.02,0.963,62.0
16,34,14.2,66.3,4.93,1.053,81.4
17,34,14.2,51.6,3.85,0.935,59.9
18,34,15.5,54.0,0.5,1.36,63.3
19,34,16.2,60.5,3.44,2.425,96.5
20,34,19.3,54.1,4.18,3.098,95.2
21,34,15.0,53.8,2.57,3.165,101.4
22,34,20.0,56.8,3.19,3.434,78.1
23,34,18.8,55.7,2.08,3.254,110.8
0,35,20.6,59.0,0.93,4.768,112.6
1,35,23.3,59.5,0.67,4.817,129.1
2,35,20.9,55.3,0.69,5.487,152.5
3,35,25.0,54.0,4.0,3.736,138.0
4,35,25.3,53.5,0.74,4.957,165.4
5,35,26.5,54.5,2.0,4.508,165.6
6,35,26.2,52.4,1.85,3.767,160.4
7,35,30.4,50.9,2.58,4.401,132.8
8,35,23.7,58.9,0.22,3.436,175.8
9,35,23.1,60.6,3.61,2.009,120.9
10,35,21.9,45.9,1.09,2.24,135.6
11,35,20.9,53.8,4.7,1.089,60.9
12,35,19.4,50.7,2.07,1.266,88.7
13,35,21.8,51.9,2.86,1.725,67.6
14,35,21.0,55.7,3.01,1.746,69.5
15,35,16.0,58.6,3.37,1.108,70.6
16,35,14.7,55.0,3.06,0.72,56.2
17,35,16.8,45.4,2.36,1.684,87.6
18,35,14.6,50.8,3.51,1.928,95.8
19,35,17.1,59.4,3.7,1.043,47.0
20,35,16.7,41.3,1.85,2.639,73.1
21,35,14.1,61.7,3.64,2.565,69.0
22,35,21.3,56.2,4.79,3.749,119.8
23,35,23.0,59.7,4.06,3.945,114.1
0,36,19.6,53.1,4.4,4.044,120.9
1,36,21.3,43.3,3.26,,131.7
2,36,23.9,55.0,1.6,4.534,135.7
3,36,25.0,58.9,1.79,,138.5
4,36,26.5,56.7,3.48,4.275,149.5
5,36,29.7,47.8,4.41,4.238,147.4
6,36,25.5,52.8,7.18,2.597,141.2
7,36,24.0,50.1,4.47,3.177,116.3
8,36,22.4,49.2,1.24,2.059,129.4
9,36,22.9,57.9,1.85,2.382,114.7
10,36,23.2,47.0,6.42,1.864,115.9
11,36,25.7,47.8,2.68,2.391,125.2
12,36,19.8,48.5,3.07,0.92,80.9
13,36,20.0,46.6,1.56,1.6,106.2
14,36,18.3,55.2,5.35,1.615,55.0
15,36,19.6,59.9,3.75,0.821,90.2
16,36,21.5,52.6,1.84,0.786,80.5
17,36,14.9,48.0,1.51,1.63,54.0
18,36,14.8,59.8,3.46,0.989,46.7
19,36,18.1,63.0,3.07,1.731,45.9
20,36,17.8,51.4,4.25,2.858,96.4
21,36,21.0,51.3,3.82,3.924,93.1
22,36,19.5,56.7,2.6,2.901,88.0
23,36,18.8,62.5,2.18,3.362,89.0
0,37,22.1,50.8,2.76,3.873,145.9
1,37,24.5,46.0,2.17,4.161,114.8
2,37,25.1,55.6,2.8,5.439,149.8
3,37,25.5,56.3,3.02,4.173,146.2
4,37,27.4,51.8,1.65,4.344,143.4
5,37,28.1,48.8,3.95,4.929,149.3
6,37,28.7,56.4,2.44,4.29,147.4
7,37,27.1,54.5,1.74,4.129,158.7
8,37,24.9,48.7,2.47,2.618,127.0
9,37,24.8,52.8,3.36,2.318,148.8
10,37,25.9,45.5,3.12,1.773,101.1
11,37,20.6,57.2,3.63,2.058,119.7
12,37,21.7,52.2,4.35,2.0,
13,37,18.9,52.2,4.96,0.719,67.8
14,37,18.5,54.3,3.43,0.902,61.8
15,37,20.0,54.2,1.4,1.233,54.6
16,37,17.0,59.4,2.6,0.484,63.1
17,37,16.2,58.1,1.49,1.215,61.5
18,37,13.2,55.2,5.55,1.683,32.6
19,37,17.6,58.5,5.98,1.389,94.8
20,37,17.9,56.6,3.98,2.474,81.4
21,37,21.7,51.3,4.29,2.324,
22,37,17.8,54.0,3.38,3.17,116.3
23,37,20.1,53.2,3.55,3.377,120.8
0,38,21.6,56.1,0.6,3.67,112.2
1,38,25.5,50.5,2.89,4.812,106.6
2,38,23.4,51.0,1.68,4.924,152.7
3,38,25.2,62.3,3.42,3.898,125.7
4,38,26.6,56.7,2.91,4.265,167.2
5,38,26.3,48.3,5.92,3.854,135.9
6,38,25.2,55.3,4.37,2.725,130.5
7,38,26.3,52.7,3.43,2.73,116.1
8,38,27.6,53.7,2.6,3.832,125.4
9,38,22.6,53.9,5.51,1.725,116.8
10,38,23.9,58.8,2.96,,120.3
11,38,21.0,55.4,3.5,1.017,90.8
12,38,23.5,52.6,3.06,1.935,130.1
13,38,16.7,60.2,2.39,1.013,91.4
14,38,17.5,55.9,3.05,0.984,75.0
15,38,18.3,55.1,0.06,2.372,
16,38,19.9,55.6,0.68,0.966,76.1
17,38,16.1,54.7,3.52,1.642,112.4
18,38,15.0,55.6,5.35,1.68,64.0
19,38,20.0,51.1,3.52,3.87,77.6
20,38,13.9,52.1,1.92,1.892,75.4
21,38,13.2,51.1,0.84,2.58,63.1
22,38,19.5,47.2,4.18,3.651,108.4
23,38,18.8,50.0,2.15,3.634,131.1
0,39,19.2,53.4,3.96,3.593,105.9
1,39,23.9,53.3,3.58,4.746,125.6
2,39,24.2,51.4,3.72,4.204,135.8
3,39,23.6,41.1,3.05,3.896,132.7
4,39,23.0,61.0,3.58,4.488,128.2
5,39,27.8,57.1,2.82,4.405,147.2
6,39,27.5,54.0,2.05,3.825,139.4
7,39,25.9,61.8,1.55,3.413,163.6
8,39,29.2,46.3,0.58,3.018,153.5
9,39,22.6,62.7,2.73,,151.2
10,39,20.7,49.0,5.28,1.638,123.4
11,39,21.1,54.9,4.1,1.253,103.4
12,39,21.1,47.3,3.34,0.817,75.1
13,39,20.4,53.9,1.9,1.598,108.1
14,39,18.2,56.5,4.5,0.71,77.3
15,39,18.4,53.7,2.82,0.165,41.7
16,39,14.4,59.3,5.36,0.249,42.8
17,39,19.3,54.7,1.53,,47.9
18,39,16.1,52.6,1.88,1.702,36.2
19,39,18.6,51.6,1.73,2.18,78.7
20,39,17.6,58.8,0.78,2.539,60.8
21,39,18.6,51.2,1.59,2.352,71.0
22,39,19.9,58.6,3.15,2.928,94.9
23,39,20.8,59.9,1.93,4.449,113.9
0,40,22.6,44.9,2.78,4.634,115.6
1,40,25.3,58.1,4.61,4.522,155.8
2,40,24.2,63.0,0.47,,121.2
3,40,26.3,53.4,3.88,4.845,127.4
4,40,25.5,55.3,3.05,3.743,150.3
5,40,29.1,56.5,6.18,3.962,139.2
6,40,25.0,51.1,4.5,3.051,130.5
7,40,29.8,52.0,2.24,3.17,124.5
8,40,25.6,45.7,1.95,,
9,40,22.0,54.1,5.25,2.73,131.9
10,40,24.1,55.3,0.79,2.342,120.2
11,40,21.3,56.2,3.29,2.551,
12,40,23.0,58.4,2.8,1.715,85.9
13,40,18.8,50.5,2.49,0.872,78.5
14,40,18.0,51.9,3.53,0.503,84.5
15,40,14.0,65.3,3.28,1.417,96.5
16,40,16.1,54.4,3.69,1.169,82.4
17,40,11.7,57.5,3.21,1.492,73.5
18,40,13.2,55.7,3.63,0.157,66.3
19,40,18.0,50.5,3.14,2.254,55.8
20,40,18.6,62.5,2.01,2.402,67.3
21,40,18.7,51.8,3.01,2.255,89.2
22,40,16.9,49.3,1.93,3.31,96.3
23,40,20.0,51.8,1.83,4.371,121.0
0,41,21.5,43.5,2.5,5.22,146.9
1,41,20.5,50.6,2.82,4.291,143.0
2,41,27.0,47.1,3.05,4.188,120.5
3,41,26.8,55.1,4.37,3.982,141.2
4,41,25.4,49.0,2.25,4.858,
5,41,26.4,56.5,3.3,3.6,133.3
6,41,26.9,58.9,3.18,4.149,125.8
7,41,22.2,57.2,2.09,3.506,146.0
8,41,25.3,51.3,3.11,3.117,110.4
9,41,23.7,53.6,4.5,1.629,123.4
10,41,22.0,45.8,3.28,1.905,134.4
11,41,22.2,52.7,3.34,1.038,106.1
12,41,25.1,48.2,1.94,1.504,95.8
13,41,21.5,57.0,5.95,,110.3
14,41,17.8,67.5,2.03,1.807,88.0
15,41,19.1,56.8,0.5,1.546,61.3
16,41,20.0,44.1,4.29,0.951,65.4
17,41,18.5,52.6,2.83,2.327,103.7
18,41,16.6,55.6,2.55,1.473,
19,41,15.4,55.8,2.18,1.526,45.6
20,41,18.6,50.8,5.81,2.624,89.5
21,41,18.7,55.6,3.53,3.132,86.7
22,41,20.8,47.6,3.82,3.073,87.7
23,41,21.5,48.8,3.24,3.808,91.4
0,42,23.7,56.1,3.41,4.329,94.0
1,42,21.8,48.4,5.1,4.113,107.0
2,42,26.8,54.7,2.62,,167.3
3,42,25.5,45.5,0.81,,145.2
4,42,30.1,59.8,4.3,4.671,123.3
5,42,25.1,48.6,3.75,3.997,166.7
6,42,30.1,49.9,3.16,3.763,166.2
7,42,26.8,53.6,3.71,3.305,160.5
8,42,24.6,49.8,2.44,3.01,129.7
9,42,24.2,53.5,3.03,1.864,115.8
10,42,23.5,55.8,2.8,1.887,115.9
11,42,23.8,57.7,2.11,2.0,128.8
12,42,22.7,57.2,4.78,0.717,78.8
13,42,19.2,53.4,0.88,1.132,72.2
14,42,19.1,53.5,6.54,1.993,95.4
15,42,22.4,65.0,4.32,0.656,83.5
16,42,20.7,58.5,0.33,1.479,68.0
17,42,17.7,50.1,2.66,1.09,72.0
18,42,16.7,55.5,2.75,1.691,68.6
19,42,17.0,53.2,3.59,1.629,63.5
20,42,18.5,53.8,1.52,2.582,67.4
21,42,16.0,49.0,3.05,2.457,66.1
22,42,18.6,52.4,2.82,3.864,94.4
23,42,17.0,64.0,1.89,3.71,94.7
0,43,22.5,56.1,1.68,3.719,121.4
1,43,24.3,40.2,4.38,4.628,152.3
2,43,23.3,59.1,0.46,4.138,139.4
3,43,28.4,56.9,3.72,3.733,124.7
4,43,23.6,51.1,4.2,4.093,159.7
5,43,23.6,56.5,2.67,4.978,163.2
6,43,27.2,47.5,3.08,,146.9
7,43,28.7,49.0,4.75,2.75,128.7
8,43,29.4,58.7,1.94,3.725,160.2
9,43,24.4,51.3,2.1,2.368,141.8
10,43,26.4,42.7,2.26,2.713,
11,43,23.0,52.8,4.75,1.245,111.0
12,43,21.4,53.2,4.94,1.385,110.4
13,43,22.2,59.3,0.91,2.464,89.9
14,43,20.5,53.9,4.51,0.481,68.6
15,43,15.1,53.4,4.23,1.376,73.7
16,43,20.4,59.1,5.33,1.492,52.5
17,43,19.7,54.7,3.58,0.772,65.4
18,43,15.5,51.6,2.93,1.95,84.8
19,43,17.7,60.5,4.72,1.994,68.8
20,43,18.4,55.4,4.05,2.49,84.0
21,43,18.7,54.4,6.37,2.787,107.6
22,43,18.1,55.4,4.44,2.976,88.7
23,43,19.1,48.9,3.23,3.677,114.4
0,44,21.8,50.8,1.24,4.35,115.0
1,44,25.5,52.4,2.13,4.865,127.5
2,44,25.5,51.4,0.85,3.923,139.4
3,44,24.7,59.0,2.68,5.077,155.6
4,44,27.7,52.8,4.39,3.704,151.3
5,44,21.0,58.0,2.99,4.241,152.5
6,44,29.2,51.3,4.53,3.855,155.5
7,44,23.2,58.3,3.51,2.626,160.2
8,44,25.5,54.3,2.4,3.369,155.6
9,44,23.2,53.1,3.13,2.053,126.8
10,44,21.8,53.4,3.71,2.565,128.2
11,44,25.5,47.6,3.21,1.589,99.2
12,44,20.9,56.3,3.23,0.714,84.8
13,44,21.3,53.4,1.85,2.217,101.8
14,44,19.3,51.7,2.35,1.321,79.5
15,44,19.3,59.7,6.39,1.294,83.6
16,44,17.7,48.4,4.84,0.642,79.4
17,44,14.5,53.5,0.79,0.589,55.4
18,44,18.9,59.5,0.55,2.915,49.0
19,44,16.1,56.8,3.11,2.032,101.9
20,44,14.4,55.4,4.34,,68.9
21,44,17.5,56.0,2.22,3.3,94.7
22,44,22.4,54.2,4.53,3.186,107.8
23,44,22.3,45.7,3.09,3.927,132.6
0,45,21.3,51.9,2.76,4.849,155.6
1,45,22.6,61.3,4.13,4.129,123.6
2,45,23.9,49.5,2.2,4.942,
3,45,29.7,49.5,2.57,3.697,141.2
4,45,27.1,49.2,4.01,4.849,195.6
5,45,27.7,51.3,2.95,3.437,159.9
6,45,29.1,48.4,5.86,4.182,149.2
7,45,27.3,54.2,4.04,3.612,133.2
8,45,25.8,53.2,3.94,2.919,95.8
9,45,25.1,56.3,2.93,,137.3
10,45,24.4,47.4,4.31,1.972,129.8
11,45,23.2,51.3,2.52,1.489,113.8
12,45,23.4,51.8,3.42,1.465,59.3
13,45,20.8,56.0,1.63,2.553,78.9
14,45,21.0,49.7,4.56,1.745,89.7
15,45,18.3,59.1,3.44,0.67,92.3
16,45,17.8,60.6,5.97,1.095,64.1
17,45,13.2,51.1,6.59,0.938,76.8
18,45,18.8,51.9,4.14,1.645,50.9
19,45,17.9,52.0,3.1,1.625,70.4
20,45,19.7,67.3,1.58,2.977,79.7
21,45,12.7,54.1,4.36,,106.0
22,45,23.7,61.3,3.32,3.123,88.1
23,45,20.4,47.5,3.81,4.628,143.7
0,46,24.3,47.8,5.59,4.68,122.2
1,46,21.3,50.2,1.76,4.593,117.6
2,46,25.8,48.0,1.61,4.013,119.6
3,46,23.5,51.6,2.65,4.579,137.7
4,46,25.2,48.9,4.23,4.311,154.6
5,46,30.8,46.7,3.83,4.522,145.0
6,46,26.7,57.8,1.66,4.777,145.5
7,46,27.4,57.9,4.13,3.324,155.6
8,46,28.2,56.3,1.2,4.384,101.7
9,46,26.6,54.6,1.74,3.042,
10,46,24.9,53.0,2.83,2.13,96.3
11,46,24.1,50.3,2.17,3.18,106.5
12,46,26.9,47.2,4.33,2.065,104.3
13,46,20.7,55.6,3.43,1.036,79.5
14,46,20.0,48.1,5.65,0.98,70.4
15,46,20.7,48.8,2.63,1.623,92.9
16,46,20.0,59.8,2.82,1.31,66.9
17,46,19.7,63.6,4.82,1.459,92.7
18,46,18.4,56.4,2.86,1.414,74.8
19,46,15.0,61.0,5.24,0.927,45.8
20,46,21.1,52.5,3.81,2.654,109.6
21,46,16.3,48.4,0.53,3.151,94.5
22,46,20.2,57.0,4.77,3.486,127.9
23,46,19.3,57.1,4.37,3.25,100.7
0,47,22.1,53.7,4.43,3.255,116.6
1,47,24.2,51.5,0.13,4.142,135.7
2,47,25.4,57.2,2.01,5.095,143.4
3,47,26.6,47.1,2.12,4.251,162.8
4,47,29.8,47.2,1.74,4.428,179.2
5,47,28.0,46.6,5.61,3.791,112.5
6,47,26.7,52.4,2.98,3.54,157.6
7,47,29.0,45.9,2.95,3.265,128.2
8,47,28.9,47.9,3.83,2.7,94.1
9,47,23.3,49.5,3.85,3.161,140.6
10,47,25.9,50.9,2.0,2.749,130.3
11,47,24.9,45.1,2.03,2.658,124.5
12,47,21.6,53.9,0.88,2.456,110.1
13,47,23.7,59.1,3.6,0.221,87.6
14,47,19.4,54.8,2.57,1.389,69.8
15,47,19.0,62.0,3.02,0.887,71.6
16,47,17.6,61.4,0.12,2.092,85.4
17,47,17.4,58.7,2.54,1.138,82.7
18,47,15.0,55.9,4.67,0.947,60.1
19,47,14.5,55.8,5.11,1.042,58.2
20,47,21.1,57.5,4.08,2.425,77.4
21,47,17.0,52.9,1.0,3.528,76.2
22,47,17.8,45.3,4.89,3.215,108.7
23,47,16.6,57.5,4.09,2.831,78.7
0,48,21.1,48.0,2.82,5.11,137.0
1,48,21.0,48.9,0.04,4.8,137.0
2,48,28.1,51.6,4.43,4.851,120.2
3,48,27.9,51.2,2.11,5.292,
4,48,25.3,45.3,3.52,3.426,127.4
5,48,31.7,51.3,3.1,3.928,143.1
6,48,29.3,56.0,5.31,4.157,173.8
7,48,26.5,46.4,2.81,3.096,138.3
8,48,21.7,59.9,2.98,2.72,141.4
9,48,30.5,43.1,5.37,2.628,146.5
10,48,22.1,64.0,2.01,1.576,126.9
11,48,20.4,51.8,4.22,1.406,101.7
12,48,24.4,53.4,2.7,2.145,90.9
13,48,25.9,42.8,1.5,2.083,100.5
14,48,22.6,52.9,3.0,1.889,73.6
15,48,19.9,55.2,4.04,1.633,102.3
16,48,19.2,53.8,5.03,1.328,80.3
17,48,19.2,51.4,5.21,1.494,69.1
18,48,18.9,49.6,2.56,2.004,77.7
